# time,position
6.206206206206206222e-01,1.533437128864151289e-01
6.306306306306306286e-01,1.574254313068608191e-01
6.406406406406406351e-01,1.615237447465466825e-01
6.506506506506506415e-01,1.656369586952526896e-01
6.606606606606606480e-01,1.697633804257755452e-01
6.706706706706706544e-01,1.739013189939283555e-01
6.806806806806806609e-01,1.780490852385411271e-01
6.906906906906906674e-01,1.822049917814604902e-01
7.007007007007006738e-01,1.863673530275496981e-01
7.107107107107106803e-01,1.905344851646887383e-01
7.207207207207206867e-01,1.947047061637742216e-01
7.307307307307306932e-01,1.988763357787193820e-01
7.407407407407406996e-01,2.030476955464542710e-01
7.507507507507507061e-01,2.072171087869255635e-01
7.607607607607607125e-01,2.113829006030964741e-01
7.707707707707707190e-01,2.155433978809470630e-01
7.807807807807807254e-01,2.196969292894739856e-01
7.907907907907907319e-01,2.238418252806906039e-01
8.008008008008007383e-01,2.279764180896268200e-01
8.108108108108108558e-01,2.320990417343294643e-01
8.208208208208208623e-01,2.362080320158617686e-01
8.308308308308308687e-01,2.403017265183037821e-01
8.408408408408408752e-01,2.443789521788024277e-01
8.508508508508508816e-01,2.484394288914772708e-01
8.608608608608608881e-01,2.524814987528047339e-01
8.708708708708708945e-01,2.565034393971417637e-01
8.808808808808809010e-01,2.605035590802797785e-01
8.908908908908909074e-01,2.644801966794446124e-01
9.009009009009009139e-01,2.684317216932966543e-01
9.109109109109109204e-01,2.723565342419305702e-01
9.209209209209209268e-01,2.762530650668756915e-01
9.309309309309309333e-01,2.801197755310957382e-01
9.409409409409409397e-01,2.839551576189887627e-01
9.509509509509509462e-01,2.877577339363874831e-01
9.609609609609609526e-01,2.915260577105588946e-01
9.709709709709709591e-01,2.952587127902046027e-01
9.809809809809809655e-01,2.989543136454606009e-01
9.909909909909909720e-01,3.026115053678972711e-01
1.001001001001001089e+00,3.062289636705196605e-01
1.011011011011011096e+00,3.098053948877669828e-01
1.021021021021021102e+00,3.133395359755131171e-01
1.031031031031031109e+00,3.168301545110663864e-01
1.041041041041041115e+00,3.202760486931695572e-01
1.051051051051051122e+00,3.236760473419998396e-01
1.061061061061061128e+00,3.270290098991688321e-01
1.071071071071071135e+00,3.303338264277226877e-01
1.081081081081081141e+00,3.335894176121420029e-01
1.091091091091091148e+00,3.367947347583418738e-01
1.101101101101101154e+00,3.399487597936717287e-01
1.111111111111111160e+00,3.430505052669155508e-01
1.121121121121121167e+00,3.460990143482917669e-01
1.131131131131131173e+00,3.490933608294532475e-01
1.141141141141141180e+00,3.520326491234874178e-01
1.151151151151151186e+00,3.549160142649159244e-01
1.161161161161161193e+00,3.577426219096950799e-01
1.171171171171171199e+00,3.605116683352156404e-01
1.181181181181181206e+00,3.632223804403028611e-01
1.191191191191191212e+00,3.658740157452162189e-01
1.201201201201201219e+00,3.684658623916498565e-01
1.211211211211211225e+00,3.709972391427323601e-01
1.221221221221221231e+00,3.734674953830267041e-01
1.231231231231231238e+00,3.758760111185304176e-01
1.241241241241241244e+00,3.782221969766753622e-01
1.251251251251251251e+00,3.805054942063279544e-01
1.261261261261261257e+00,3.827253746777891097e-01
1.271271271271271264e+00,3.848813408827940208e-01
1.281281281281281270e+00,3.869729259345124905e-01
1.291291291291291277e+00,3.889996935675488210e-01
1.301301301301301283e+00,3.909612381379415913e-01
1.311311311311311290e+00,3.928571846231639908e-01
1.321321321321321296e+00,3.946871886221236525e-01
1.331331331331331302e+00,3.964509363551625976e-01
1.341341341341341309e+00,3.981481221288799000e-01
1.351351351351351315e+00,3.997781693338532394e-01
1.361361361361361322e+00,4.013406310260065335e-01
1.371371371371371328e+00,4.028351623888502542e-01
1.381381381381381335e+00,4.042614489936008360e-01
1.391391391391391341e+00,4.056192067991806205e-01
1.401401401401401348e+00,4.069081821522181341e-01
1.411411411411411354e+00,4.081281517870477549e-01
1.421421421421421361e+00,4.092789228257098788e-01
1.431431431431431367e+00,4.103603327779508647e-01
1.441441441441441373e+00,4.113722495412232005e-01
1.451451451451451380e+00,4.123145714006852258e-01
1.461461461461461386e+00,4.131872270292012983e-01
1.471471471471471393e+00,4.139901754873418493e-01
1.481481481481481399e+00,4.147234062233832730e-01
1.491491491491491406e+00,4.153869390733078704e-01
1.501501501501501412e+00,4.159808242608040718e-01
1.511511511511511419e+00,4.165051423972662148e-01
1.521521521521521425e+00,4.169600044817945994e-01
1.531531531531531432e+00,4.173455519011956549e-01
1.541541541541541438e+00,4.176619564299816623e-01
1.551551551551551444e+00,4.179094202303710315e-01
1.561561561561561451e+00,4.180881758522880243e-01
1.571571571571571457e+00,4.181984862333630315e-01
1.581581581581581464e+00,4.182406446989323512e-01
1.591591591591591470e+00,4.182149749620382440e-01
1.601601601601601477e+00,4.181218311234291551e-01
1.611611611611611705e+00,4.179615976715592152e-01
1.621621621621621712e+00,4.177346894825889057e-01
1.631631631631631718e+00,4.174415518203843933e-01
1.641641641641641725e+00,4.170826603365180296e-01
